item,sentence,case,number,attention_to_attractor,attention_to_head,attractor_tokens,head_tokens,verb_tokens,attention_diff
20,Yazılımcı direktörleri daha etkili bir özet yazdılar.,nom,targetMatch,1.185511947,0.073777124,"['YazÄ±lÄ±m', 'cÄ±']","['ĠdirektÃ¶r', 'leri']","['Ġyaz', 'dÄ±lar']",1.111734822
20,Yazılımcılar direktörü daha etkili bir özet yazdılar.,nom,attractorMatch,1.202655077,0.030831136,"['YazÄ±lÄ±m', 'cÄ±lar']",['ĠdirektÃ¶rÃ¼'],"['Ġyaz', 'dÄ±lar']",1.171823941
20,Yazılımcı direktörü daha etkili bir özet yazdılar.,nom,noMatch,1.161554337,0.030361531,"['YazÄ±lÄ±m', 'cÄ±']",['ĠdirektÃ¶rÃ¼'],"['Ġyaz', 'dÄ±lar']",1.131192805
21,İşçinin  denetçileri tüm  üretim  aşamasını dikkatle izlediler.,gen,targetMatch,0.991559148,0.060258657,"['Ä°ÅŁ', 'Ã§inin']","['Ġ', 'Ġdenet', 'Ã§ileri']","['Ġizl', 'ediler']",0.931300491
21,İşçilerin denetçisi tüm  üretim  aşamasını dikkatle izlediler.,gen,attractorMatch,1.041883826,0.087960176,"['Ä°ÅŁ', 'Ã§ilerin']","['Ġdenet', 'Ã§isi']","['Ġizl', 'ediler']",0.95392365
21,İşçinin  denetçisi tüm  üretim  aşamasını dikkatle izlediler.,gen,noMatch,1.00061655,0.147828147,"['Ä°ÅŁ', 'Ã§inin']","['Ġ', 'Ġdenet', 'Ã§isi']","['Ġizl', 'ediler']",0.852788404
21,İşçi denetçileri tüm  üretim  aşamasını dikkatle izlediler.,nom,targetMatch,1.08941102,0.025517985,['Ä°ÅŁÃ§i'],"['Ġdenet', 'Ã§ileri']","['Ġizl', 'ediler']",1.063893035
21,İşçiler denetçisi tüm  üretim  aşamasını dikkatle izlediler.,nom,attractorMatch,1.049651623,0.077446491,"['Ä°ÅŁ', 'Ã§iler']","['Ġdenet', 'Ã§isi']","['Ġizl', 'ediler']",0.972205132
21,İşçi denetçisi tüm  üretim  aşamasını dikkatle izlediler.,nom,noMatch,1.132333636,0.042807631,['Ä°ÅŁÃ§i'],"['Ġdenet', 'Ã§isi']","['Ġizl', 'ediler']",1.089526005
22,Engellinin savunucuları yeni bildirgeyi yüksek sesle okudular.,gen,targetMatch,1.03517282,0.042385772,"['Engel', 'linin']","['Ġsavunucu', 'larÄ±']","['Ġokudu', 'lar']",0.992787048
22,Engellilerin savunucusu yeni bildirgeyi yüksek sesle okudular.,gen,attractorMatch,0.954974771,0.035986267,"['Engel', 'lilerin']",['Ġsavunucusu'],"['Ġokudu', 'lar']",0.918988504
22,Engellinin savunucusu yeni bildirgeyi yüksek sesle okudular.,gen,noMatch,0.948435426,0.031393968,"['Engel', 'linin']",['Ġsavunucusu'],"['Ġokudu', 'lar']",0.917041458
22,Engelli savunucuları yeni bildirgeyi yüksek sesle okudular.,nom,targetMatch,1.072025776,0.034570817,['Engelli'],"['Ġsavunucu', 'larÄ±']","['Ġokudu', 'lar']",1.037454959
22,Engelliler savunucusu yeni bildirgeyi yüksek sesle okudular.,nom,attractorMatch,0.991904914,0.024027135,"['Engel', 'liler']",['Ġsavunucusu'],"['Ġokudu', 'lar']",0.967877779
22,Engelli savunucusu yeni bildirgeyi yüksek sesle okudular.,nom,noMatch,1.029468656,0.015065385,['Engelli'],['Ġsavunucusu'],"['Ġokudu', 'lar']",1.014403271
23,Personelin müfettişleri işyerindeki derli toplu sistemi beğendiler.,gen,targetMatch,1.509432673,0.051222865,"['P', 'erson', 'elin']","['ĠmÃ¼', 'fett', 'iÅŁleri']","['ĠbeÄŁend', 'iler']",1.458209809
23,Personellerin müfettişi işyerindeki derli toplu sistemi beğendiler.,gen,attractorMatch,1.498253107,0.059080325,"['Personel', 'lerin']","['ĠmÃ¼', 'fett', 'iÅŁi']","['ĠbeÄŁend', 'iler']",1.439172782
23,Personelin müfettişi işyerindeki derli toplu sistemi beğendiler.,gen,noMatch,1.525815845,0.047500547,"['P', 'erson', 'elin']","['ĠmÃ¼', 'fett', 'iÅŁi']","['ĠbeÄŁend', 'iler']",1.478315298
23,Personel müfettişleri işyerindeki derli toplu sistemi beğendiler.,nom,targetMatch,1.481488943,0.054049071,['Personel'],"['ĠmÃ¼', 'fett', 'iÅŁleri']","['ĠbeÄŁend', 'iler']",1.427439872
23,Personeller müfettişi işyerindeki derli toplu sistemi beğendiler.,nom,attractorMatch,1.464874983,0.121566549,"['P', 'erson', 'eller']","['ĠmÃ¼', 'fett', 'iÅŁi']","['ĠbeÄŁend', 'iler']",1.343308434
23,Personel müfettişi işyerindeki derli toplu sistemi beğendiler.,nom,noMatch,1.499278069,0.044503216,['Personel'],"['ĠmÃ¼', 'fett', 'iÅŁi']","['ĠbeÄŁend', 'iler']",1.454774853
24,Kiracının arabulucuları hafta boyu sözleşme için çalıştılar.,gen,targetMatch,0.636363149,0.034276411,"['Kir', 'acÄ±nÄ±n']","['Ġarabulu', 'cularÄ±']",['ĠÃ§alÄ±ÅŁtÄ±lar'],0.602086738
24,Kiracıların arabulucusu hafta boyu sözleşme için çalıştılar.,gen,attractorMatch,0.583689749,0.082273677,"['Kir', 'acÄ±larÄ±n']","['Ġarabulu', 'cusu']",['ĠÃ§alÄ±ÅŁtÄ±lar'],0.501416072
24,Kiracının arabulucusu hafta boyu sözleşme için çalıştılar.,gen,noMatch,0.588157773,0.080091052,"['Kir', 'acÄ±nÄ±n']","['Ġarabulu', 'cusu']",['ĠÃ§alÄ±ÅŁtÄ±lar'],0.508066721
24,Kiracı arabulucuları hafta boyu sözleşme için çalıştılar.,nom,targetMatch,0.637066007,0.030571997,"['Kir', 'acÄ±']","['Ġarabulu', 'cularÄ±']",['ĠÃ§alÄ±ÅŁtÄ±lar'],0.606494009
24,Kiracılar arabulucusu hafta boyu sözleşme için çalıştılar.,nom,attractorMatch,0.594457507,0.062715784,"['Kir', 'acÄ±lar']","['Ġarabulu', 'cusu']",['ĠÃ§alÄ±ÅŁtÄ±lar'],0.531741723
24,Kiracı arabulucusu hafta boyu sözleşme için çalıştılar.,nom,noMatch,0.599793255,0.053023331,"['Kir', 'acÄ±']","['Ġarabulu', 'cusu']",['ĠÃ§alÄ±ÅŁtÄ±lar'],0.546769924
